plan,nodes,tag,test,tu,starttime,iteration,size,duration
EP2,8,neth,WordCount/40x30,20,2021-09-29T19:42:53.8317928Z,0,180525,24.1813036
EP2,8,neth,WordCount/40x30,20,2021-09-29T19:43:34.9685473Z,1,180525,52.0174664
EP2,8,neth,WordCount/40x30,20,2021-09-29T19:44:43.9026000Z,2,180525,17.7900434
EP2,8,neth,WordCount/40x30,20,2021-09-29T19:45:21.0181282Z,3,180525,15.6427825
EP2,8,neth,WordCount/40x30,20,2021-09-29T19:45:59.5407263Z,4,180525,22.3172151
EP2,8,neth,WordCount/40x30,20,2021-09-29T19:46:46.6151319Z,5,180525,21.7071678
EP2,12,azst-12,WordCount/25x20,1,2021-09-29T19:50:45.2200917Z,0,106653,79.0407991
EP2,12,azst-12,WordCount/25x20,1,2021-09-29T19:53:20.2325429Z,1,106653,109.1935511
EP2,12,azst-12,WordCount/25x20,1,2021-09-29T19:56:01.9680578Z,2,106653,84.8252982
EP2,12,azst-12,WordCount/25x20,1,2021-09-29T19:58:15.8403619Z,3,106653,104.4688587
EP2,12,azst-12,WordCount/25x20,1,2021-09-29T20:00:46.1633368Z,4,106653,136.4318403
EP2,12,azst-12,WordCount/25x20,1,2021-09-29T20:03:51.7573662Z,5,106653,137.9536528
EP2,12,neth,WordCount/50x40,20,2021-09-29T20:10:17.5491002Z,0,228983,13.2786872
EP2,12,neth,WordCount/50x40,20,2021-09-29T20:10:56.0187162Z,1,228983,24.6287094
EP2,12,neth,WordCount/50x40,20,2021-09-29T20:11:42.8975019Z,2,228983,11.9110999
EP2,12,neth,WordCount/50x40,20,2021-09-29T20:12:19.8854362Z,3,228983,11.1042413
EP2,12,neth,WordCount/50x40,20,2021-09-29T20:12:56.5142411Z,4,228983,10.8970118
EP2,12,neth,WordCount/50x40,20,2021-09-29T20:13:23.2822309Z,5,228983,24.451995
EP3,1,azst-12,WordCount/10x10,1,2021-09-30T16:47:29.7575021Z,0,31653,34.1727414
EP3,1,azst-12,WordCount/10x10,1,2021-09-30T16:48:25.9667195Z,1,31653,29.7506718
EP3,1,azst-12,WordCount/10x10,1,2021-09-30T16:49:19.5283842Z,2,31653,29.2612875
EP3,1,azst-12,WordCount/10x10,1,2021-09-30T16:50:13.1357671Z,3,31653,30.0974192
EP3,1,azst-12,WordCount/10x10,1,2021-09-30T16:51:07.0200140Z,4,31653,25.9374674
EP3,1,azst-12,WordCount/10x10,1,2021-09-30T16:52:00.7384650Z,5,31653,31.1334829
EP3,1,neth,WordCount/30x10,20,2021-09-30T16:56:15.0557957Z,0,131653,32.5845183
EP3,1,neth,WordCount/30x10,20,2021-09-30T16:57:51.7657090Z,1,131653,28.4811757
EP3,1,neth,WordCount/30x10,20,2021-09-30T16:59:25.7192712Z,2,131653,30.462134
EP3,1,neth,WordCount/30x10,20,2021-09-30T17:00:59.5157140Z,3,131653,29.9483894
EP3,1,neth,WordCount/30x10,20,2021-09-30T17:02:33.1718973Z,4,131653,30.1802548
EP3,1,neth,WordCount/30x10,20,2021-09-30T17:04:06.9493103Z,5,131653,33.4884126
EP3,4,azst-12,WordCount/15x10,1,2021-09-30T17:09:14.1075218Z,0,56653,73.1135992
EP3,4,azst-12,WordCount/15x10,1,2021-09-30T17:11:19.2304349Z,1,56653,56.8761866
EP3,4,azst-12,WordCount/15x10,1,2021-09-30T17:12:48.0133004Z,2,56653,73.3002122
EP3,4,azst-12,WordCount/15x10,1,2021-09-30T17:14:31.9676120Z,3,56653,110.0987944
EP3,4,azst-12,WordCount/15x10,1,2021-09-30T17:17:11.1987549Z,4,56653,46.9639659
EP3,4,azst-12,WordCount/15x10,1,2021-09-30T17:18:55.9454230Z,5,56653,73.35334
EP3,4,neth,WordCount/80x20,20,2021-09-30T17:24:55.3013947Z,0,378983,38.1877901
EP3,4,neth,WordCount/80x20,20,2021-09-30T17:26:41.6675264Z,1,378983,37.5601808
EP3,4,neth,WordCount/80x20,20,2021-09-30T17:28:26.3014343Z,2,378983,36.6084179
EP3,4,neth,WordCount/80x20,20,2021-09-30T17:30:11.7147637Z,3,378983,36.5563692
EP3,4,neth,WordCount/80x20,20,2021-09-30T17:31:55.9224664Z,4,378983,35.5062232
EP3,4,neth,WordCount/80x20,20,2021-09-30T17:33:39.8001108Z,5,378983,38.0403858
EP3,8,azst-12,WordCount/25x20,1,2021-09-30T17:38:59.4280622Z,0,106653,101.5467866
EP3,8,azst-12,WordCount/25x20,1,2021-09-30T17:41:20.0720669Z,1,106653,90.7767678
EP3,8,azst-12,WordCount/25x20,1,2021-09-30T17:43:37.9985548Z,2,106653,79.5483244
EP3,8,azst-12,WordCount/25x20,1,2021-09-30T17:45:41.8303667Z,3,106653,91.9530999
EP3,8,azst-12,WordCount/25x20,1,2021-09-30T17:47:44.5498744Z,4,106653,84.4031718
EP3,8,azst-12,WordCount/25x20,1,2021-09-30T17:50:02.9495625Z,5,106653,91.5791919
EP3,8,neth,WordCount/100x30,20,2021-09-30T17:56:24.9735802Z,0,478983,33.4078246
EP3,8,neth,WordCount/100x30,20,2021-09-30T17:58:00.4027521Z,1,478983,31.8344237
EP3,8,neth,WordCount/100x30,20,2021-09-30T17:59:33.6207343Z,2,478983,32.3211781
EP3,8,neth,WordCount/100x30,20,2021-09-30T18:01:16.6567780Z,3,478983,33.2008347
EP3,8,neth,WordCount/100x30,20,2021-09-30T18:02:52.0355965Z,4,478983,31.820342
EP3,8,neth,WordCount/100x30,20,2021-09-30T18:04:25.4614641Z,5,478983,37.4798169
EP3,12,neth,WordCount/150x36,20,2021-09-30T18:36:39.2275124Z,0,728983,33.5463758
EP3,12,neth,WordCount/150x36,20,2021-09-30T18:38:15.1185186Z,1,728983,32.05471
EP3,12,neth,WordCount/150x36,20,2021-09-30T18:39:48.2579805Z,2,728983,30.6501697
EP3,12,neth,WordCount/150x36,20,2021-09-30T18:41:21.3545126Z,3,728983,31.6076009
EP3,12,neth,WordCount/150x36,20,2021-09-30T18:42:59.8750999Z,4,728983,31.6628754
EP3,12,neth,WordCount/150x36,20,2021-09-30T18:44:32.9110887Z,5,728983,31.5705899
EP3,12,azst-12,WordCount/30x20,1,2021-09-30T18:49:38.4531567Z,0,131653,99.6257621
EP3,12,azst-12,WordCount/30x20,1,2021-09-30T18:51:51.8610404Z,1,131653,112.5657332
EP3,12,azst-12,WordCount/30x20,1,2021-09-30T18:54:09.4917510Z,2,131653,104.1726696
EP3,12,azst-12,WordCount/30x20,1,2021-09-30T18:56:45.9385233Z,3,131653,108.4009098
EP3,12,azst-12,WordCount/30x20,1,2021-09-30T18:59:36.2970008Z,4,131653,107.3820442
EP3,12,azst-12,WordCount/30x20,1,2021-09-30T19:02:06.8679734Z,5,131653,109.6036596
