plan,nodes,tag,test,tu,starttime,iteration,size,duration
EP2,4,azst-12,CollisionSearch/divide-and-conquer/300,1,2021-09-28T02:21:37.2226865Z,1,300,40.054643
EP2,4,azst-12,CollisionSearch/divide-and-conquer/300,1,2021-09-28T02:22:33.4877539Z,2,300,44.7787611
EP2,4,azst-12,CollisionSearch/divide-and-conquer/300,1,2021-09-28T02:23:34.0724575Z,3,300,42.1622481
EP2,4,azst-12,CollisionSearch/divide-and-conquer/300,1,2021-09-28T02:24:31.8437751Z,4,300,44.9445364
EP2,4,azst-12,CollisionSearch/divide-and-conquer/300,1,2021-09-28T02:25:32.7099981Z,5,300,42.8058273
EP2,4,neth,CollisionSearch/divide-and-conquer/300,4,2021-09-28T02:30:18.4620149Z,0,300,34.1356719
EP2,4,neth,CollisionSearch/divide-and-conquer/300,4,2021-09-28T02:31:08.5090193Z,1,300,33.8426489
EP2,4,neth,CollisionSearch/divide-and-conquer/300,4,2021-09-28T02:31:57.7639248Z,2,300,32.9581685
EP2,4,neth,CollisionSearch/divide-and-conquer/300,4,2021-09-28T02:32:46.1710641Z,3,300,33.3336322
EP2,4,neth,CollisionSearch/divide-and-conquer/300,4,2021-09-28T02:33:34.9910284Z,4,300,32.448673
EP2,4,neth,CollisionSearch/divide-and-conquer/300,4,2021-09-28T02:34:23.0084379Z,5,300,33.3004377
EP2,8,azst-12,CollisionSearch/divide-and-conquer/400,1,2021-09-28T02:38:24.4743318Z,0,400,36.6470121
EP2,8,azst-12,CollisionSearch/divide-and-conquer/400,1,2021-09-28T02:39:17.1927758Z,1,400,39.4493319
EP2,8,azst-12,CollisionSearch/divide-and-conquer/400,1,2021-09-28T02:40:12.5817241Z,2,400,39.0625249
EP2,8,azst-12,CollisionSearch/divide-and-conquer/400,1,2021-09-28T02:41:07.2865382Z,3,400,34.4528101
EP2,8,azst-12,CollisionSearch/divide-and-conquer/400,1,2021-09-28T02:41:57.4644933Z,4,400,37.200224
EP2,8,azst-12,CollisionSearch/divide-and-conquer/400,1,2021-09-28T02:42:50.9071489Z,5,400,48.2638848
EP2,8,neth,CollisionSearch/divide-and-conquer/400,4,2021-09-28T02:47:37.4324887Z,0,400,26.7309156
EP2,8,neth,CollisionSearch/divide-and-conquer/400,4,2021-09-28T02:48:20.0841267Z,1,400,26.392225
EP2,8,neth,CollisionSearch/divide-and-conquer/400,4,2021-09-28T02:49:02.0288179Z,2,400,26.3862602
EP2,8,neth,CollisionSearch/divide-and-conquer/400,4,2021-09-28T02:49:43.8363083Z,3,400,26.1130517
EP2,8,neth,CollisionSearch/divide-and-conquer/400,4,2021-09-28T02:50:25.3599595Z,4,400,26.0709691
EP2,8,neth,CollisionSearch/divide-and-conquer/400,4,2021-09-28T02:51:07.0101041Z,5,400,26.1265332
EP2,12,azst-12,CollisionSearch/divide-and-conquer/500,1,2021-09-28T02:56:31.8458152Z,0,500,65.0076099
EP2,12,azst-12,CollisionSearch/divide-and-conquer/500,1,2021-09-28T02:57:52.7218388Z,1,500,55.1782881
EP2,12,azst-12,CollisionSearch/divide-and-conquer/500,1,2021-09-28T02:59:03.4394012Z,2,500,55.034782
EP2,12,azst-12,CollisionSearch/divide-and-conquer/500,1,2021-09-28T03:00:14.1210495Z,3,500,51.2419457
EP2,12,azst-12,CollisionSearch/divide-and-conquer/500,1,2021-09-28T03:01:20.9079422Z,4,500,43.2137563
EP2,12,azst-12,CollisionSearch/divide-and-conquer/500,1,2021-09-28T03:02:19.7496224Z,5,500,36.5393922
EP2,12,neth,CollisionSearch/divide-and-conquer/500,4,2021-09-28T03:07:03.4078111Z,0,500,19.9399478
EP2,12,neth,CollisionSearch/divide-and-conquer/500,4,2021-09-28T03:07:39.3183859Z,1,500,18.6792251
EP2,12,neth,CollisionSearch/divide-and-conquer/500,4,2021-09-28T03:08:13.5372120Z,2,500,18.8881949
EP2,12,neth,CollisionSearch/divide-and-conquer/500,4,2021-09-28T03:08:48.0505031Z,3,500,19.3701308
EP2,12,neth,CollisionSearch/divide-and-conquer/500,4,2021-09-28T03:09:22.8483044Z,4,500,18.7258647
EP2,12,neth,CollisionSearch/divide-and-conquer/500,4,2021-09-28T03:09:57.0230079Z,5,500,19.6117929
EP3,1,azst-12,CollisionSearch/divide-and-conquer/300,1,2021-09-28T03:26:52.0700732Z,0,300,68.7342788
EP3,1,azst-12,CollisionSearch/divide-and-conquer/300,1,2021-09-28T03:28:17.2674953Z,1,300,67.2823852
EP3,1,azst-12,CollisionSearch/divide-and-conquer/300,1,2021-09-28T03:29:41.0352566Z,2,300,67.2769906
EP3,1,azst-12,CollisionSearch/divide-and-conquer/300,1,2021-09-28T03:31:04.3372424Z,3,300,67.4694141
EP3,1,azst-12,CollisionSearch/divide-and-conquer/300,1,2021-09-28T03:32:27.7764680Z,4,300,68.656978
EP3,1,azst-12,CollisionSearch/divide-and-conquer/300,1,2021-09-28T03:33:52.2294766Z,5,300,69.1548222
EP3,1,neth,CollisionSearch/divide-and-conquer/300,4,2021-09-28T03:38:27.5332416Z,0,300,72.9462801
EP3,1,neth,CollisionSearch/divide-and-conquer/300,4,2021-09-28T03:39:56.2806330Z,1,300,71.9314061
EP3,1,neth,CollisionSearch/divide-and-conquer/300,4,2021-09-28T03:41:23.5856214Z,2,300,71.7454324
EP3,1,neth,CollisionSearch/divide-and-conquer/300,4,2021-09-28T03:42:51.1415146Z,3,300,71.9180183
EP3,1,neth,CollisionSearch/divide-and-conquer/300,4,2021-09-28T03:44:18.6587354Z,4,300,73.1051662
EP3,1,neth,CollisionSearch/divide-and-conquer/300,4,2021-09-28T03:45:47.1720114Z,5,300,71.7379861
EP3,4,azst-12,CollisionSearch/divide-and-conquer/600,1,2021-09-28T03:50:20.0522433Z,0,600,47.7810156
EP3,4,azst-12,CollisionSearch/divide-and-conquer/600,1,2021-09-28T03:51:23.4207186Z,1,600,44.9174913
EP3,4,azst-12,CollisionSearch/divide-and-conquer/600,1,2021-09-28T03:52:24.7124653Z,2,600,57.6218497
EP3,4,azst-12,CollisionSearch/divide-and-conquer/600,1,2021-09-28T03:53:37.7930780Z,3,600,45.4346286
EP3,4,azst-12,CollisionSearch/divide-and-conquer/600,1,2021-09-28T03:54:39.2901947Z,4,600,46.5900687
EP3,4,azst-12,CollisionSearch/divide-and-conquer/600,1,2021-09-28T03:55:42.1504965Z,5,600,42.9757574
EP3,4,neth,CollisionSearch/divide-and-conquer/600,4,2021-09-28T04:00:25.8220169Z,0,600,33.0298113
EP3,4,neth,CollisionSearch/divide-and-conquer/600,4,2021-09-28T04:01:14.8139196Z,1,600,33.0258303
EP3,4,neth,CollisionSearch/divide-and-conquer/600,4,2021-09-28T04:02:03.2527086Z,2,600,32.4842318
EP3,4,neth,CollisionSearch/divide-and-conquer/600,4,2021-09-28T04:02:51.2244780Z,3,600,32.7320636
EP3,4,neth,CollisionSearch/divide-and-conquer/600,4,2021-09-28T04:03:39.4474843Z,4,600,33.6399245
EP3,4,neth,CollisionSearch/divide-and-conquer/600,4,2021-09-28T04:04:28.5392378Z,5,600,32.3086574
EP3,8,azst-12,CollisionSearch/divide-and-conquer/1000,1,2021-09-28T04:08:32.9931400Z,0,1000,57.6428517
EP3,8,azst-12,CollisionSearch/divide-and-conquer/1000,1,2021-09-28T04:09:46.2218713Z,1,1000,38.5379968
EP3,8,azst-12,CollisionSearch/divide-and-conquer/1000,1,2021-09-28T04:10:40.8738421Z,2,1000,60.284066
EP3,8,azst-12,CollisionSearch/divide-and-conquer/1000,1,2021-09-28T04:11:56.6884190Z,3,1000,39.5554962
EP3,8,azst-12,CollisionSearch/divide-and-conquer/1000,1,2021-09-28T04:12:51.6422508Z,4,1000,64.6097023
EP3,8,azst-12,CollisionSearch/divide-and-conquer/1000,1,2021-09-28T04:14:12.3987863Z,5,1000,39.2488835
EP3,8,neth,CollisionSearch/divide-and-conquer/1000,4,2021-09-28T04:19:04.5186117Z,0,1000,31.2672472
EP3,8,neth,CollisionSearch/divide-and-conquer/1000,4,2021-09-28T04:19:51.7577416Z,1,1000,30.5238872
EP3,8,neth,CollisionSearch/divide-and-conquer/1000,4,2021-09-28T04:20:37.6236581Z,2,1000,30.506193
EP3,8,neth,CollisionSearch/divide-and-conquer/1000,4,2021-09-28T04:21:23.5175421Z,3,1000,30.9373196
EP3,8,neth,CollisionSearch/divide-and-conquer/1000,4,2021-09-28T04:22:09.9596148Z,4,1000,31.2607104
EP3,8,neth,CollisionSearch/divide-and-conquer/1000,4,2021-09-28T04:22:56.5751460Z,5,1000,30.4068134
EP3,12,azst-12,CollisionSearch/divide-and-conquer/1000,1,2021-09-28T04:26:56.6840873Z,0,1000,67.9026657
EP3,12,azst-12,CollisionSearch/divide-and-conquer/1000,1,2021-09-28T04:28:20.7541215Z,1,1000,56.8513406
EP3,12,azst-12,CollisionSearch/divide-and-conquer/1000,1,2021-09-28T04:29:33.6328649Z,2,1000,54.9943731
EP3,12,azst-12,CollisionSearch/divide-and-conquer/1000,1,2021-09-28T04:30:44.9484680Z,3,1000,45.9436761
EP3,12,azst-12,CollisionSearch/divide-and-conquer/1000,1,2021-09-28T04:31:46.8889946Z,4,1000,41.6470891
EP3,12,azst-12,CollisionSearch/divide-and-conquer/1000,1,2021-09-28T04:32:45.1123138Z,5,1000,55.3130252
EP3,12,neth,CollisionSearch/divide-and-conquer/1000,4,2021-09-28T04:37:42.8138340Z,0,1000,22.8526375
EP3,12,neth,CollisionSearch/divide-and-conquer/1000,4,2021-09-28T04:38:21.6322670Z,1,1000,21.7468726
EP3,12,neth,CollisionSearch/divide-and-conquer/1000,4,2021-09-28T04:38:58.7796860Z,2,1000,23.0979679
EP3,12,neth,CollisionSearch/divide-and-conquer/1000,4,2021-09-28T04:39:37.3721612Z,3,1000,21.3770067
EP3,12,neth,CollisionSearch/divide-and-conquer/1000,4,2021-09-28T04:40:14.1997328Z,4,1000,22.7253295
EP3,12,neth,CollisionSearch/divide-and-conquer/1000,4,2021-09-28T04:40:52.4126759Z,5,1000,21.8024299
