latency,percentile,series+id
1160.98,0,img-neth-p E5F89E0E
1171.53,0.1,img-neth-p E5F89E0E
1172.69,0.2,img-neth-p E5F89E0E
1177.86,0.2,img-neth-p E5F89E0E
1183.66,0.3,img-neth-p E5F89E0E
1184.88,0.4,img-neth-p E5F89E0E
1185.13,0.5,img-neth-p E5F89E0E
1188.28,0.6,img-neth-p E5F89E0E
1188.64,0.7000000000000001,img-neth-p E5F89E0E
1189.47,0.7000000000000001,img-neth-p E5F89E0E
1189.73,0.8,img-neth-p E5F89E0E
1190.02,0.8999999999999999,img-neth-p E5F89E0E
1192.3,1,img-neth-p E5F89E0E
1192.62,1.0999999999999999,img-neth-p E5F89E0E
1192.91,1.2,img-neth-p E5F89E0E
1193,1.2,img-neth-p E5F89E0E
1193.07,1.3,img-neth-p E5F89E0E
1194,1.4000000000000001,img-neth-p E5F89E0E
1194.25,1.5,img-neth-p E5F89E0E
1196.6,1.6,img-neth-p E5F89E0E
1196.9,1.7000000000000002,img-neth-p E5F89E0E
1201.95,1.7000000000000002,img-neth-p E5F89E0E
1202.21,1.7999999999999998,img-neth-p E5F89E0E
1203.01,1.9,img-neth-p E5F89E0E
1203.43,2,img-neth-p E5F89E0E
1205.43,2.1,img-neth-p E5F89E0E
1205.71,2.1999999999999997,img-neth-p E5F89E0E
1206.33,2.1999999999999997,img-neth-p E5F89E0E
1207.45,2.3,img-neth-p E5F89E0E
1208.8,2.4,img-neth-p E5F89E0E
1209.31,2.5,img-neth-p E5F89E0E
1210.31,2.6,img-neth-p E5F89E0E
1211.01,2.7,img-neth-p E5F89E0E
1212.8,2.7,img-neth-p E5F89E0E
1214.39,2.8000000000000003,img-neth-p E5F89E0E
1214.54,2.9000000000000004,img-neth-p E5F89E0E
1215.29,3,img-neth-p E5F89E0E
1215.79,3.1,img-neth-p E5F89E0E
1216.1,3.2,img-neth-p E5F89E0E
1216.4,3.2,img-neth-p E5F89E0E
1216.57,3.3000000000000003,img-neth-p E5F89E0E
1216.9,3.4000000000000004,img-neth-p E5F89E0E
1217,0,img-aws 5F3A0237
1218.6,3.5000000000000004,img-neth-p E5F89E0E
1218.98,3.5999999999999996,img-neth-p E5F89E0E
1219.37,3.5999999999999996,img-neth-p E5F89E0E
1220.11,3.6999999999999997,img-neth-p E5F89E0E
1221.04,3.8,img-neth-p E5F89E0E
1222.3,3.9,img-neth-p E5F89E0E
1222.67,4,img-neth-p E5F89E0E
1223.07,4.1000000000000005,img-neth-p E5F89E0E
1223.44,4.1000000000000005,img-neth-p E5F89E0E
1223.71,4.2,img-neth-p E5F89E0E
1224.82,4.3,img-neth-p E5F89E0E
1225.3,4.3999999999999995,img-neth-p E5F89E0E
1225.74,4.5,img-neth-p E5F89E0E
1225.82,4.6,img-neth-p E5F89E0E
1225.95,4.6,img-neth-p E5F89E0E
1226.06,4.7,img-neth-p E5F89E0E
1226.5,4.8,img-neth-p E5F89E0E
1228.22,4.9,img-neth-p E5F89E0E
1228.54,5,img-neth-p E5F89E0E
1229.79,5.1,img-neth-p E5F89E0E
1231.34,5.1,img-neth-p E5F89E0E
1231.62,5.2,img-neth-p E5F89E0E
1231.79,5.3,img-neth-p E5F89E0E
1231.91,5.4,img-neth-p E5F89E0E
1232.49,5.5,img-neth-p E5F89E0E
1232.85,5.6000000000000005,img-neth-p E5F89E0E
1233.01,5.6000000000000005,img-neth-p E5F89E0E
1233.68,5.7,img-neth-p E5F89E0E
1233.88,5.800000000000001,img-neth-p E5F89E0E
1234.19,5.8999999999999995,img-neth-p E5F89E0E
1234.25,6,img-neth-p E5F89E0E
1234.67,6.1,img-neth-p E5F89E0E
